timestamp,pm10,pm25,aqi,hour_sin,hour_cos,day_of_week,is_weekend,aqi_lag_1,aqi_lag_2,aqi_lag_3,aqi_lag_6,aqi_lag_24,aqi_rolling_mean_6,aqi_rolling_std_6
2026-07-20 21:00:00,35.0,15.8,58,-0.7071067811865477,0.7071067811865474,0,0,57.0,57.0,56.0,56.0,58.0,56.666666666666664,0.8164965809277311
2026-07-20 22:00:00,34.7,15.4,58,-0.5000000000000004,0.8660254037844384,0,0,58.0,57.0,57.0,56.0,58.0,57.0,0.8944271909999242
2026-07-20 23:00:00,36.9,16.1,59,-0.25881904510252157,0.9659258262890681,0,0,58.0,58.0,57.0,56.0,58.0,57.5,1.0488088481701634
2026-07-21 00:00:00,38.0,16.4,59,0.0,1.0,1,0,59.0,58.0,58.0,56.0,57.0,58.0,0.894427190999935
2026-07-21 01:00:00,37.3,16.0,60,0.25881904510252074,0.9659258262890683,1,0,59.0,59.0,58.0,57.0,57.0,58.5,1.0488088481701725
2026-07-21 02:00:00,33.4,15.4,60,0.49999999999999994,0.8660254037844387,1,0,60.0,59.0,59.0,57.0,56.0,59.0,0.8944271909999457
2026-07-21 03:00:00,35.5,16.5,61,0.7071067811865476,0.7071067811865476,1,0,60.0,60.0,59.0,58.0,56.0,59.5,1.0488088481701816
2026-07-21 04:00:00,36.3,17.6,61,0.8660254037844386,0.5000000000000001,1,0,61.0,60.0,60.0,58.0,55.0,60.0,0.8944271909999564
2026-07-21 05:00:00,35.5,17.5,61,0.9659258262890683,0.25881904510252074,1,0,61.0,61.0,60.0,59.0,55.0,60.333333333333336,0.816496580927775
2026-07-21 06:00:00,34.5,17.0,61,1.0,6.123233995736766e-17,1,0,61.0,61.0,61.0,59.0,55.0,60.666666666666664,0.5163977794944081
2026-07-21 07:00:00,31.4,15.7,61,0.9659258262890683,-0.25881904510252063,1,0,61.0,61.0,61.0,60.0,55.0,60.833333333333336,0.40824829046397576
2026-07-21 08:00:00,32.0,15.0,62,0.8660254037844387,-0.4999999999999998,1,0,61.0,61.0,61.0,60.0,55.0,61.166666666666664,0.40824829046398214
2026-07-21 09:00:00,32.2,14.8,62,0.7071067811865476,-0.7071067811865475,1,0,62.0,61.0,61.0,61.0,55.0,61.333333333333336,0.5163977794944205
2026-07-21 10:00:00,33.9,15.0,62,0.49999999999999994,-0.8660254037844387,1,0,62.0,62.0,61.0,61.0,55.0,61.5,0.5477225575052636
2026-07-21 11:00:00,32.8,14.6,62,0.258819045102521,-0.9659258262890682,1,0,62.0,62.0,62.0,61.0,56.0,61.666666666666664,0.5163977794944317
2026-07-21 12:00:00,33.6,14.4,62,1.2246467991473532e-16,-1.0,1,0,62.0,62.0,62.0,61.0,56.0,61.833333333333336,0.40824829046400873
2026-07-21 13:00:00,28.8,13.6,62,-0.2588190451025208,-0.9659258262890683,1,0,62.0,62.0,62.0,61.0,56.0,62.0,3.517431646304267e-07
